Dijkstra;Ford-Bellman;Prim;Kruskal
0.011865;0.03639;0.006468;0.148424
0.011415;0.043014;0.006215;0.152588
0.011721;0.037579;0.013417;0.388953
0.012739;0.046764;0.009214;0.340501
0.018815;0.081847;0.013123;0.335439
0.015312;0.048098;0.00943;0.249749
0.019556;0.076436;0.009993;0.265882
0.0146;0.04908;0.008469;0.211207
0.014708;0.043869;0.009511;0.177295
0.016964;0.046896;0.0094;0.250528
0.013744;0.042839;0.008261;0.183866
0.012203;0.039754;0.00775;0.191345
0.01169;0.039601;0.0086;0.178594
0.010511;0.037367;0.006577;0.19555
0.013955;0.052193;0.009804;0.292847
0.012564;0.053605;0.012331;0.249696
0.009116;0.034027;0.007542;0.188599
0.011156;0.043398;0.010754;0.161126
0.009872;0.040336;0.006781;0.15651
0.010632;0.032769;0.007867;0.167481
0.010871;0.035156;0.007759;0.156498
0.0161;0.038868;0.006759;0.163635
0.009401;0.03407;0.006133;0.174068
0.009791;0.032516;0.006677;0.158548
0.010458;0.041862;0.00745;0.151856
0.010762;0.032679;0.007418;0.167911
0.010433;0.032791;0.006905;0.152653
0.012919;0.03657;0.006304;0.156823
0.010705;0.03436;0.006099;0.168524
0.013545;0.032753;0.009034;0.183414
0.009327;0.047395;0.011722;0.183271
0.014251;0.035611;0.010844;0.221752
0.009426;0.033414;0.008958;0.159446
0.014519;0.045197;0.011233;0.237548
0.0145;0.046919;0.009553;0.208028
0.010658;0.052108;0.008894;0.182884
0.009896;0.040574;0.006196;0.166192
0.009962;0.044503;0.006944;0.162687
0.009866;0.032597;0.006302;0.173547
0.010845;0.033324;0.006231;0.156855
0.009234;0.031996;0.007781;0.173375
0.009847;0.042564;0.007796;0.14659
0.010038;0.032257;0.006326;0.171195
0.010491;0.033015;0.006685;0.159002
0.011361;0.036672;0.008144;0.173342
0.009026;0.032633;0.007078;0.155973
0.009048;0.032273;0.006412;0.162616
0.012855;0.032658;0.007607;0.153052
0.011327;0.048058;0.007717;0.156587
0.010599;0.033522;0.006191;0.169605
0.027374;0.05482;0.01008;0.160401
0.009584;0.033675;0.007145;0.163094
0.012687;0.03418;0.00632;0.160741
0.009139;0.035709;0.006614;0.158904
0.014242;0.037144;0.007538;0.164998
0.011654;0.035376;0.007018;0.155568
0.009919;0.031899;0.006368;0.167879
0.010163;0.034393;0.006517;0.161077
0.010651;0.034196;0.007811;0.160923
0.009276;0.031601;0.007583;0.158977
0.009119;0.031525;0.007872;0.167697
0.009755;0.033065;0.008083;0.172424
0.012857;0.044262;0.00724;0.167996
0.011093;0.032932;0.006207;0.156036
0.010721;0.034433;0.006722;0.167476
0.010693;0.038954;0.006218;0.165084
0.012214;0.047148;0.015538;0.161877
0.008865;0.04217;0.006331;0.153646
0.010509;0.047579;0.008015;0.166067
0.017346;0.036897;0.006138;0.173987
0.012398;0.044221;0.010497;0.174204
0.009864;0.036031;0.007394;0.161451
0.010077;0.03902;0.006642;0.157743
0.013407;0.037265;0.008594;0.18383
0.009907;0.044833;0.013759;0.174619
0.01085;0.033975;0.008639;0.203718
0.011876;0.034111;0.006741;0.160172
0.016124;0.032964;0.007707;0.164654
0.011711;0.0317;0.00722;0.160038
0.010948;0.032634;0.006303;0.163415
0.01031;0.033364;0.006449;0.167624
0.012521;0.034909;0.006172;0.150306
0.010207;0.033686;0.011386;0.164409
0.010093;0.034869;0.007791;0.1592
0.013834;0.034195;0.009498;0.16069
0.009596;0.043793;0.006232;0.147547
0.009328;0.040035;0.007348;0.165678
0.0098;0.033816;0.006426;0.155345
0.011891;0.03909;0.007285;0.165216
0.010707;0.038374;0.007988;0.152911
0.016362;0.044971;0.006563;0.173857
0.009713;0.032113;0.007622;0.149529
0.00971;0.041383;0.006738;0.157893
0.009393;0.036108;0.006186;0.155898
0.011806;0.035755;0.008009;0.159585
0.010625;0.036162;0.0069;0.152323
0.010336;0.034233;0.0064;0.174457
0.011197;0.032779;0.006544;0.156286
0.01051;0.038814;0.007644;0.167102
0.0092;0.034114;0.006232;0.169182
