Dijkstra;Ford-Bellman;Prim;Kruskal
0.01338;0.039385;0.006648;0.094737
0.008135;0.030219;0.004879;0.070577
0.012545;0.030879;0.005579;0.084255
0.018194;0.052708;0.00743;0.14176
0.015056;0.065204;0.009829;0.16255
0.018881;0.064101;0.009972;0.109546
0.018638;0.074933;0.007556;0.170807
0.011926;0.040495;0.006934;0.094937
0.009287;0.035806;0.008411;0.098558
0.015429;0.070894;0.009105;0.101205
0.016531;0.067999;0.00919;0.159931
0.009763;0.034484;0.006054;0.088565
0.011682;0.06636;0.006543;0.093578
0.014048;0.05235;0.008461;0.108531
0.011969;0.037947;0.007309;0.115903
0.010022;0.03144;0.009232;0.089936
0.00974;0.03031;0.006366;0.074641
0.008044;0.029875;0.005311;0.073663
0.009797;0.038795;0.005953;0.071627
0.009874;0.029863;0.004904;0.073009
0.018577;0.04085;0.005365;0.084145
0.008674;0.028548;0.006159;0.083867
0.014616;0.047156;0.00498;0.075746
0.009657;0.029388;0.006222;0.085931
0.008475;0.039506;0.005838;0.073769
0.009761;0.031422;0.005168;0.074377
0.009143;0.032098;0.004831;0.080846
0.010997;0.029942;0.004833;0.094947
0.008217;0.046539;0.005729;0.074842
0.010334;0.029522;0.005508;0.078964
0.00919;0.043308;0.004793;0.077716
0.009089;0.030663;0.005467;0.073695
0.009267;0.03191;0.005256;0.078011
0.010787;0.035432;0.007288;0.130965
0.013922;0.043505;0.007805;0.107807
0.00973;0.029175;0.005101;0.070895
0.008674;0.029606;0.011325;0.083161
0.009856;0.030015;0.004984;0.071364
0.01023;0.02966;0.005846;0.075875
0.010749;0.030224;0.005867;0.076593
0.007943;0.029165;0.004906;0.075407
0.008129;0.035988;0.004769;0.072696
0.011292;0.031288;0.004841;0.071003
0.008971;0.032218;0.004827;0.085735
0.009894;0.032663;0.008605;0.079925
0.008327;0.02942;0.004903;0.068189
0.010281;0.027416;0.004933;0.068584
0.009735;0.028983;0.005596;0.073903
0.007907;0.028682;0.004898;0.071028
0.01012;0.034707;0.006936;0.076445
0.008438;0.031155;0.00521;0.073493
0.010862;0.031897;0.005739;0.073004
0.013329;0.031136;0.004969;0.08518
0.009237;0.040013;0.005768;0.078847
0.009733;0.031614;0.007725;0.092564
0.007966;0.029612;0.004841;0.076448
0.009985;0.030831;0.005868;0.082892
0.008741;0.052312;0.006482;0.085353
0.008189;0.027911;0.005109;0.085707
0.009475;0.027246;0.006246;0.071605
0.009617;0.029961;0.005692;0.073292
0.011185;0.034437;0.008718;0.071276
0.008746;0.030526;0.004892;0.075143
0.00882;0.029628;0.004901;0.068798
0.012447;0.03039;0.004969;0.085006
0.013192;0.033277;0.004913;0.07147
0.008207;0.02969;0.005264;0.071169
0.008304;0.030082;0.004883;0.073032
0.008888;0.029363;0.004804;0.071647
0.008576;0.038032;0.004885;0.078696
0.008024;0.031149;0.004832;0.08095
0.010111;0.030686;0.005002;0.0765
0.009012;0.03542;0.005278;0.08016
0.007999;0.03725;0.005383;0.076956
0.007933;0.027486;0.004811;0.076195
0.008958;0.038747;0.005597;0.073642
0.009532;0.03412;0.005215;0.076088
0.009122;0.039444;0.005126;0.079023
0.008947;0.027364;0.004819;0.117461
0.008119;0.035772;0.00497;0.077811
0.008922;0.028478;0.005179;0.070433
0.007773;0.029498;0.010038;0.075893
0.007852;0.040688;0.00486;0.076615
0.010068;0.032823;0.004921;0.072279
0.008377;0.028327;0.004766;0.082028
0.009462;0.03099;0.006799;0.099595
0.010676;0.034987;0.00492;0.109404
0.00914;0.027171;0.004927;0.086855
0.008755;0.029617;0.005774;0.0716
0.008218;0.034169;0.005047;0.08399
0.008359;0.030018;0.005678;0.075965
0.007893;0.03202;0.005724;0.089412
0.009211;0.029399;0.005215;0.080003
0.011241;0.028825;0.007681;0.083727
0.007828;0.029578;0.00484;0.079967
0.009304;0.031381;0.006656;0.072427
0.008316;0.029164;0.005233;0.074736
0.007769;0.029323;0.004924;0.081254
0.010289;0.028296;0.004847;0.072581
0.008489;0.027529;0.006481;0.079236
