Dijkstra;Ford-Bellman;Prim;Kruskal
0.041721;0.203044;0.020279;0.291194
0.038168;0.190446;0.019973;0.27527
0.039137;0.220885;0.020054;0.288463
0.037579;0.197946;0.022079;0.357593
0.046953;0.190996;0.020143;0.301474
0.054619;0.205539;0.019774;0.317744
0.03994;0.200017;0.021299;0.279334
0.042148;0.206999;0.020113;0.276942
0.038889;0.190241;0.02017;0.287456
0.077489;0.327648;0.022554;0.494526
0.059807;0.363465;0.0354;0.558044
0.056155;0.263189;0.029064;0.385494
0.047762;0.222148;0.023138;0.307151
0.036356;0.209725;0.019423;0.276728
0.048238;0.192175;0.02019;0.285861
0.036811;0.19218;0.018921;0.317367
0.039579;0.188709;0.028074;0.271644
0.036434;0.189468;0.031007;0.31679
0.052055;0.201906;0.019937;0.279403
0.048661;0.188396;0.019467;0.287784
0.03969;0.24212;0.019491;0.28052
0.044801;0.190442;0.020198;0.280776
0.038905;0.201951;0.019728;0.292317
0.050382;0.207189;0.026818;0.345739
0.044405;0.188315;0.020564;0.282171
0.039683;0.199286;0.026561;0.295645
0.039054;0.197255;0.020541;0.274963
0.04236;0.192194;0.020203;0.318239
0.053954;0.218329;0.02276;0.3462
0.039511;0.192796;0.024232;0.329881
0.053147;0.220494;0.023808;0.266235
0.042293;0.196755;0.021658;0.337951
0.05717;0.195203;0.020849;0.281435
0.085302;0.236069;0.021013;0.285767
0.035586;0.238689;0.021512;0.299914
0.041039;0.195625;0.020751;0.284559
0.040448;0.194606;0.020399;0.344413
0.04381;0.195268;0.020579;0.266106
0.043046;0.202418;0.019488;0.291227
0.061999;0.305887;0.020848;0.279926
0.046587;0.192625;0.019456;0.286362
0.049406;0.200809;0.029245;0.370918
0.050751;0.230847;0.024453;0.324217
0.133864;0.589196;0.039811;0.431342
0.05321;0.20922;0.01967;0.286324
0.091607;0.196272;0.019072;0.28496
0.039239;0.198508;0.062833;0.380661
0.036981;0.872539;0.027851;0.36994
0.046096;0.214139;0.030368;0.316325
0.03997;0.208312;0.058499;0.335827
0.070603;0.217535;0.021814;0.294062
0.043207;0.236005;0.028289;0.274143
0.038511;0.192177;0.028648;0.262122
0.038542;0.1904;0.019142;0.284952
0.043781;0.202404;0.028016;0.281241
0.052709;0.256893;0.019965;0.290645
0.041888;0.198869;0.019607;0.277672
0.042798;0.211401;0.025054;0.306942
0.054127;0.195362;0.020249;0.293705
0.051177;0.217944;0.021371;0.293265
0.0447;0.205641;0.022686;0.296778
0.039812;0.206281;0.023938;0.278897
0.040166;0.194389;0.021199;0.287406
0.039379;0.211592;0.022535;0.363859
0.040386;0.214012;0.02002;0.276856
0.057829;0.258614;0.021004;0.316941
0.03944;0.187554;0.020674;0.347465
0.046462;0.188127;0.020911;0.286533
0.042556;0.20906;0.019753;0.276793
0.040476;0.198584;0.042218;0.431869
0.036175;0.201616;0.036039;0.288674
0.041953;0.343627;0.021993;0.402373
0.055335;0.202334;0.020106;0.272853
0.060517;0.228993;0.019466;0.303348
0.055269;0.20026;0.039531;0.538584
0.079153;0.282004;0.033247;0.59185
0.083084;0.410058;0.030858;0.418335
0.050584;0.195079;0.019672;0.278138
0.0431;0.202774;0.019917;0.279899
0.050942;0.360016;0.020022;0.283952
0.042938;0.194098;0.019132;0.291174
0.040018;0.202166;0.021858;0.286603
0.038571;0.206891;0.019177;0.268056
0.068427;0.347346;0.034443;0.482973
0.038665;0.198583;0.02002;0.305823
0.041557;0.229486;0.020973;0.304627
0.047999;0.189794;0.018669;0.276363
0.044816;0.210079;0.019833;0.380749
0.040947;0.18958;0.031413;0.264127
0.041114;0.202498;0.019445;0.2966
0.042474;0.189941;0.022887;0.275224
0.041774;0.199281;0.027493;0.284724
0.043006;0.199954;0.019589;0.293558
0.043239;0.195152;0.019451;0.285503
0.039354;0.204643;0.046052;0.815314
0.038642;0.182102;0.026776;0.274141
0.047591;0.19453;0.021423;0.297821
0.046333;0.199652;0.019931;0.287014
0.058852;0.204844;0.019158;0.282474
0.041777;0.198576;0.021568;0.28669
