Dijkstra;Ford-Bellman;Prim;Kruskal
0.010672;0.067142;0.006056;0.153024
0.011028;0.070427;0.006618;0.164353
0.035274;0.098689;0.01551;0.264952
0.013926;0.095708;0.013968;0.304624
0.018792;0.122187;0.016349;0.322331
0.013907;0.107921;0.010533;2.47978
0.02141;0.100184;0.013485;0.234391
0.016912;0.095137;0.012166;0.254524
0.011488;0.086135;0.010232;0.178568
0.012585;0.090041;0.010937;0.201712
0.011464;0.086898;0.009079;0.195887
0.010785;0.08242;0.011156;0.185248
0.011355;0.080651;0.009035;0.202519
0.009184;0.077075;0.051435;0.446966
0.014412;0.111106;0.012022;0.319732
0.01553;0.089885;0.010313;0.19685
0.009284;0.071002;0.01128;0.172517
0.013234;0.070967;0.00773;0.160335
0.010034;0.068038;0.009427;0.164454
0.048551;0.085484;0.006845;0.164262
0.010115;0.066574;0.005954;0.156676
0.010829;0.076161;0.007337;0.166277
0.010626;0.067559;0.005958;0.148448
0.009782;0.074286;0.006934;0.163783
0.010814;0.067057;0.006858;0.16195
0.008759;0.086212;0.008249;0.157997
0.009134;0.08138;0.006172;0.169458
0.016192;0.123661;0.005989;0.158646
0.00969;0.066983;0.007925;0.159237
0.00935;0.075561;0.007206;0.162018
0.009119;0.080614;0.008379;0.176292
0.009316;0.069885;0.007596;0.177913
0.019689;0.074008;0.012675;0.159339
0.017818;0.089785;0.011306;0.211792
0.013763;0.09232;0.009677;0.212725
0.011715;0.084914;0.007002;0.15655
0.009088;0.071709;0.008575;0.184879
0.012296;0.070547;0.014937;0.153636
0.015295;0.076388;0.007454;0.165209
0.01111;0.068863;0.00754;0.150372
0.016999;0.080289;0.009398;0.163171
0.010843;0.06789;0.006065;0.165266
0.008878;0.072508;0.007878;0.174557
0.010087;0.077529;0.006556;0.157073
0.015701;0.094481;0.007038;0.164129
0.008545;0.076677;0.006272;0.195356
0.010699;0.083959;0.008754;0.152028
0.008736;0.074678;0.006438;0.160806
0.010778;0.070526;0.006293;0.168859
0.008475;0.067349;0.006157;0.14477
0.021003;0.095936;0.007706;0.178122
0.008595;0.070631;0.006212;0.149185
0.009697;0.070527;0.007479;0.162538
0.010221;0.069993;0.006255;0.156726
0.01012;0.065101;0.006918;0.154028
0.016842;0.070625;0.006357;0.15621
0.010886;0.078304;0.008775;0.153609
0.010637;0.070851;0.007803;0.149762
0.009724;0.078806;0.0068;0.157223
0.008873;0.066981;0.006663;0.15032
0.008208;0.080297;0.007338;0.162109
0.008515;0.071588;0.006558;0.155113
0.012684;0.078359;0.007455;0.155378
0.009137;0.066268;0.006119;0.1449
0.008421;0.07011;0.007111;0.15611
0.008887;0.066997;0.006598;0.151861
0.01065;0.067259;0.007455;0.171599
0.009674;0.066639;0.00613;0.167524
0.012324;0.068523;0.007202;0.170782
0.009467;0.073774;0.007433;0.154452
0.01007;0.071054;0.007334;0.170059
0.009006;0.069435;0.007747;0.151297
0.010799;0.07327;0.009502;0.164716
0.00998;0.06998;0.007395;0.149845
0.015186;0.075622;0.007177;0.163468
0.009202;0.069752;0.007634;0.171439
0.012607;0.073765;0.006859;0.164928
0.009823;0.068767;0.007396;0.156509
0.008648;0.079229;0.008837;0.158023
0.009419;0.071464;0.006249;0.152497
0.010744;0.080188;0.008392;0.162417
0.008793;0.070608;0.006029;0.164408
0.010324;0.064862;0.007782;0.160528
0.010676;0.066689;0.006371;0.153084
0.009292;0.078223;0.010103;0.160778
0.010988;0.073514;0.007202;0.164852
0.011741;0.067903;0.007191;0.153752
0.009289;0.078419;0.005916;0.156317
0.011589;0.077804;0.006277;0.150975
0.010556;0.082399;0.006695;0.163468
0.012854;0.074321;0.008334;0.166571
0.009641;0.077046;0.005959;0.146406
0.013274;0.074287;0.011868;0.159093
0.008016;0.064715;0.008338;0.150065
0.009765;0.070729;0.00723;0.161199
0.009231;0.069621;0.006263;0.150258
0.009526;0.069063;0.007219;0.163218
0.009704;0.075306;0.006087;0.156688
0.012789;0.070612;0.008342;0.155746
0.00871;0.065723;0.00718;0.145308
