Dijkstra;Ford-Bellman;Prim;Kruskal
0.010514;0.042942;0.006582;0.084922
0.011085;0.034148;0.004756;0.084087
0.009976;0.035231;0.005395;0.077784
0.012818;0.047058;0.010754;0.164348
0.01876;0.068386;0.011934;0.173097
0.018258;0.070153;0.007591;0.152701
0.022762;0.048743;0.013938;0.182203
0.011488;0.044323;0.007443;0.102767
0.01001;0.043881;0.009362;0.091076
0.018703;0.046403;0.007371;0.098034
0.018942;0.063328;0.007216;0.091624
0.009639;0.041939;0.005929;0.085024
0.022616;0.05429;0.006868;0.085201
0.01321;0.067456;0.011089;0.081059
0.011522;0.050004;0.011648;0.145656
0.008293;0.044368;0.005787;0.090281
0.008116;0.033438;0.005301;0.07376
0.007878;0.038013;0.005609;0.122496
0.009651;0.033463;0.007017;0.072402
0.009677;0.033681;0.005067;0.084942
0.010948;0.045684;0.00477;0.075026
0.007828;0.034354;0.0061;0.073207
0.009056;0.041593;0.004652;0.077929
0.007956;0.033756;0.005604;0.073208
0.008321;0.033709;0.005596;0.070816
0.008368;0.034572;0.004562;0.079432
0.007989;0.036917;0.005087;0.075915
0.007904;0.035035;0.006675;0.086559
0.01094;0.042201;0.004462;0.070915
0.008175;0.03385;0.004427;0.072587
0.009401;0.042569;0.0049;0.070392
0.014426;0.037056;0.00836;0.086685
0.006837;0.03551;0.005136;0.077126
0.013644;0.053745;0.010308;0.09963
0.011968;0.052589;0.007864;0.108389
0.007968;0.03483;0.004705;0.093594
0.007312;0.03496;0.006973;0.083532
0.018132;0.03452;0.005257;0.072666
0.008194;0.036266;0.005306;0.085936
0.018995;0.041351;0.045688;0.074342
0.008973;0.035992;0.00438;0.087028
0.008847;0.040074;0.004835;0.07037
0.006947;0.036135;0.004534;0.070029
0.007645;0.035734;0.005785;0.078627
0.009183;0.034445;0.005561;0.089214
0.009382;0.041298;0.004602;0.07326
0.007094;0.033378;0.006076;0.083549
0.00762;0.033373;0.004908;0.075075
0.012753;0.034199;0.004286;0.081722
0.008467;0.038081;0.00444;0.080331
0.006875;0.035948;0.010473;0.073976
0.008274;0.035191;0.004431;0.072154
0.007689;0.035521;0.006166;0.074233
0.008045;0.037373;0.006394;0.074725
0.009233;0.03723;0.008318;0.083137
0.007404;0.04611;0.004987;0.073559
0.013725;0.049935;0.004367;0.069589
0.020806;0.055528;0.005408;0.07777
0.007962;0.038135;0.005514;0.072997
0.006751;0.036304;0.00447;0.079132
0.009084;0.043332;0.005239;0.072403
0.009145;0.036575;0.005398;0.082257
0.007971;0.045124;0.004481;0.09129
0.00771;0.033841;0.004445;0.083264
0.008468;0.036118;0.005562;0.077442
0.007835;0.035864;0.004698;0.070447
0.008339;0.035216;0.004501;0.086824
0.011742;0.039685;0.004617;0.071511
0.007716;0.037502;0.012645;0.070094
0.007628;0.039415;0.005423;0.072154
0.006957;0.036806;0.005121;0.070811
0.00819;0.039031;0.005108;0.072646
0.012104;0.037706;0.005143;0.074511
0.011765;0.041387;0.004612;0.074906
0.007961;0.042965;0.004622;0.077735
0.010165;0.046341;0.004659;0.074239
0.007936;0.03577;0.005328;0.073621
0.007977;0.033249;0.005367;0.071591
0.007216;0.035344;0.004354;0.072051
0.011754;0.039368;0.008241;0.095181
0.008706;0.037242;0.005903;0.079517
0.007132;0.038303;0.005465;0.070818
0.010713;0.043605;0.004796;0.075531
0.011069;0.040788;0.006426;0.082155
0.008815;0.037953;0.005219;0.074286
0.007302;0.03923;0.005263;0.080272
0.009905;0.039476;0.006585;0.095454
0.008971;0.037933;0.00501;0.078756
0.012031;0.049556;0.007854;0.092972
0.008614;0.037925;0.006321;0.079987
0.01579;0.037257;0.008007;0.077923
0.011317;0.037019;0.005751;0.075326
0.007042;0.045785;0.004413;0.083799
0.007236;0.037171;0.004518;0.085562
0.007984;0.036641;0.005282;0.070875
0.009389;0.051676;0.006326;0.07123
0.008731;0.039684;0.00493;0.070498
0.008892;0.037968;0.004632;0.074128
0.007405;0.045222;0.004943;0.081318
0.008909;0.04414;0.004495;0.081255
