Dijkstra;Ford-Bellman;Prim;Kruskal
0.004466;0.004964;0.001435;0.004165
0.001803;0.003949;0.001682;0.003332
0.002226;0.004929;0.000965;0.003241
0.001637;0.003634;0.000876;0.002938
0.001659;0.003973;0.001093;0.005697
0.003072;0.006181;0.001486;0.004631
0.001414;0.003304;0.000658;0.006099
0.002118;0.004597;0.00088;0.003338
0.0017;0.004134;0.000799;0.003497
0.002137;0.004705;0.000735;0.004042
0.002122;0.004829;0.000939;0.003616
0.002919;0.004635;0.00096;0.004134
0.002332;0.004777;0.001305;0.005447
0.002037;0.004345;0.001144;0.003703
0.002049;0.004401;0.001026;0.003817
0.003348;0.005449;0.000807;0.004443
0.002409;0.004633;0.000849;0.003076
0.002062;0.004229;0.000802;0.003018
0.001932;0.004086;0.000753;0.002948
0.002507;0.007351;0.000983;0.003623
0.001691;0.003872;0.000759;0.002937
0.002044;0.004678;0.000878;0.003486
0.002278;0.00645;0.001065;0.004211
0.002028;0.004568;0.000878;0.003722
0.002598;0.004561;0.000806;0.004065
0.002826;0.00476;0.0009;0.003307
0.001428;0.003105;0.000652;0.006812
0.001778;0.00458;0.000768;0.003453
0.001777;0.003875;0.000779;0.003007
0.00232;0.006349;0.000831;0.003375
0.002472;0.003105;0.000645;0.002446
0.002207;0.004382;0.001224;0.003028
0.002489;0.004948;0.000776;0.002873
0.001646;0.004305;0.001128;0.003749
0.002188;0.004111;0.000812;0.002962
0.001807;0.00446;0.000892;0.003692
0.002125;0.004159;0.000776;0.002822
0.002175;0.004648;0.000934;0.003668
0.002205;0.004289;0.000807;0.002917
0.001943;0.004752;0.001218;0.003109
0.003508;0.008121;0.001437;0.00472
0.002035;0.005631;0.00086;0.003334
0.002255;0.004072;0.000978;0.003963
0.002084;0.004118;0.000928;0.004394
0.003833;0.007574;0.000928;0.003415
0.002217;0.004088;0.000813;0.003459
0.003159;0.006136;0.001357;0.00576
0.001883;0.004217;0.000787;0.002782
0.001793;0.003891;0.000787;0.003123
0.002708;0.005395;0.000912;0.005067
0.002498;0.004988;0.001122;0.003519
0.002249;0.003696;0.000889;0.003677
0.002325;0.004281;0.001096;0.003397
0.004176;0.007224;0.001313;0.006
0.002357;0.004608;0.001054;0.003768
0.002357;0.004718;0.001241;0.003264
0.001721;0.003982;0.000754;0.003164
0.002158;0.004323;0.001037;0.002913
0.002235;0.005306;0.001632;0.004673
0.001725;0.004058;0.00085;0.002724
0.002088;0.005311;0.001635;0.00395
0.002527;0.003084;0.000745;0.002544
0.001855;0.003917;0.000789;0.002878
0.002623;0.004098;0.000768;0.003073
0.00164;0.003859;0.000758;0.00289
0.002501;0.004735;0.000661;0.002555
0.002211;0.005049;0.00095;0.003701
0.002011;0.004409;0.001144;0.002784
0.002174;0.004661;0.000994;0.003229
0.002026;0.004064;0.000797;0.003136
0.002538;0.00432;0.001332;0.003972
0.001614;0.003305;0.000924;0.002891
0.001985;0.004724;0.000774;0.003108
0.001982;0.00383;0.001017;0.004289
0.001781;0.003817;0.000813;0.002815
0.005219;0.009661;0.001053;0.004233
0.001631;0.003737;0.000753;0.00308
0.001684;0.003761;0.000826;0.002954
0.002532;0.004774;0.001084;0.003922
0.002154;0.004005;0.000791;0.002976
0.002895;0.0047;0.000873;0.003089
0.001685;0.003799;0.000781;0.002886
0.002038;0.004033;0.001662;0.006372
0.001886;0.004222;0.000751;0.002992
0.001884;0.004241;0.000777;0.003364
0.001857;0.004003;0.000763;0.003006
0.002029;0.003933;0.000754;0.003873
0.001718;0.003817;0.001212;0.00455
0.002292;0.004839;0.000906;0.003578
0.002556;0.005009;0.001288;0.008029
0.001845;0.003634;0.000867;0.004851
0.002043;0.004827;0.000853;0.003861
0.001916;0.004687;0.000849;0.004705
0.002123;0.004906;0.000814;0.003432
0.003663;0.007138;0.001479;0.00575
0.001907;0.003779;0.000969;0.002879
0.002345;0.004337;0.000965;0.002992
0.002329;0.004887;0.001115;0.004037
0.00179;0.00339;0.000891;0.003129
0.002064;0.003604;0.000711;0.004146
