Dijkstra;Ford-Bellman;Prim;Kruskal
0.001941;0.004528;0.001143;0.014025
0.002506;0.005493;0.001319;0.014836
0.003829;0.008706;0.001602;0.017784
0.003024;0.00493;0.00114;0.0138
0.003812;0.007891;0.001531;0.012783
0.002581;0.005266;0.001295;0.014318
0.001946;0.004576;0.001083;0.027403
0.002515;0.004562;0.001089;0.01375
0.002385;0.00476;0.001298;0.014911
0.002523;0.007927;0.001214;0.017063
0.004569;0.007316;0.001812;0.017062
0.002256;0.004549;0.001097;0.012892
0.005681;0.011167;0.001306;0.01666
0.002005;0.006114;0.001155;0.014244
0.002112;0.007234;0.001829;0.018452
0.002001;0.004533;0.001234;0.01268
0.001858;0.005204;0.001409;0.016924
0.002068;0.004545;0.00106;0.013464
0.002468;0.005992;0.001253;0.015594
0.002666;0.006846;0.00125;0.014361
0.002045;0.004581;0.001084;0.011828
0.001949;0.004461;0.001145;0.012916
0.00367;0.007788;0.00127;0.01359
0.002046;0.004915;0.001213;0.013045
0.003272;0.005957;0.001326;0.015434
0.002008;0.004554;0.001088;0.013669
0.002261;0.004525;0.001896;0.019592
0.002021;0.006174;0.001083;0.015568
0.002599;0.006487;0.001308;0.013913
0.002224;0.005188;0.001084;0.012486
0.003226;0.007614;0.001504;0.016897
0.002679;0.00666;0.001079;0.017351
0.002523;0.004883;0.001117;0.012537
0.002171;0.004548;0.00158;0.02247
0.003419;0.005308;0.001238;0.014755
0.002549;0.005568;0.001213;0.013188
0.002045;0.004911;0.001086;0.012966
0.003139;0.005766;0.001447;0.014596
0.004136;0.008928;0.001158;0.013954
0.003867;0.008249;0.001704;0.019073
0.002776;0.005453;0.001365;0.014098
0.003278;0.004538;0.001362;0.013906
0.002545;0.004522;0.00167;0.018088
0.002783;0.006596;0.001368;0.016026
0.002878;0.006305;0.001517;0.017551
0.002565;0.005612;0.001439;0.015997
0.002714;0.005644;0.001348;0.016743
0.002391;0.005281;0.001315;0.018298
0.00435;0.013488;0.001693;0.016548
0.003078;0.005922;0.001993;0.018525
0.003413;0.006334;0.001333;0.015242
0.002688;0.005649;0.002103;0.018509
0.002709;0.005608;0.001402;0.015468
0.003838;0.008449;0.001501;0.016406
0.002789;0.006182;0.001459;0.016134
0.002262;0.006313;0.001804;0.015153
0.003533;0.00815;0.001437;0.01627
0.002526;0.005823;0.001118;0.013462
0.002397;0.005303;0.001796;0.019713
0.003184;0.005297;0.001347;0.014379
0.002157;0.008544;0.002107;0.013356
0.002249;0.004973;0.001871;0.013972
0.001991;0.004896;0.001075;0.014551
0.002351;0.005268;0.001081;0.014091
0.003712;0.005793;0.001251;0.016676
0.001944;0.004504;0.001066;0.012213
0.002245;0.004534;0.001069;0.012277
0.002154;0.004944;0.00149;0.012533
0.002397;0.005283;0.002137;0.026086
0.002173;0.004584;0.001097;0.012224
0.001986;0.004922;0.00145;0.016957
0.002329;0.004507;0.001098;0.01427
0.001891;0.004519;0.001076;0.013411
0.002684;0.006352;0.001275;0.014865
0.002408;0.005333;0.001578;0.017114
0.001958;0.006808;0.001385;0.013706
0.002668;0.005689;0.001284;0.015163
0.002081;0.004504;0.001095;0.012184
0.004913;0.008931;0.001339;0.01492
0.003518;0.00608;0.001242;0.018346
0.002617;0.004548;0.002445;0.01253
0.002951;0.00565;0.001229;0.013166
0.002554;0.005774;0.001256;0.014892
0.002294;0.005258;0.00129;0.015143
0.002246;0.005345;0.001052;0.013315
0.003123;0.004759;0.001064;0.012222
0.002665;0.006012;0.001172;0.013151
0.002631;0.00688;0.002719;0.022611
0.006787;0.008662;0.001606;0.019885
0.003331;0.005433;0.001714;0.01763
0.003972;0.008521;0.001249;0.012151
0.002828;0.006;0.001173;0.014675
0.002062;0.006957;0.001193;0.01363
0.003063;0.010642;0.001547;0.020995
0.00251;0.005313;0.001268;0.014499
0.002608;0.006023;0.001315;0.014968
0.003754;0.008381;0.001783;0.019599
0.002948;0.004528;0.001175;0.013192
0.002176;0.005341;0.001489;0.018358
0.002252;0.004707;0.001091;0.014282
