Dijkstra;Ford-Bellman;Prim;Kruskal
0.043697;0.512642;0.0381;1.10727
0.05921;0.584162;0.034833;1.04012
0.046921;0.53472;0.035089;1.10491
0.047873;0.598178;0.034661;1.05701
0.080188;0.684672;0.045911;1.39389
0.043953;0.546715;0.061419;1.38029
0.048639;0.521484;0.040058;1.07192
0.045721;0.50973;0.035153;1.05237
0.046076;0.581076;0.039622;1.0565
0.148957;2.82037;0.116909;2.63448
0.091001;0.936446;0.098744;2.37954
0.12953;0.957797;0.175709;3.16724
0.052506;0.588504;0.048811;1.16188
0.05157;0.566897;0.033366;1.05531
0.041441;0.533888;0.050488;1.68282
0.047263;0.524457;0.032465;1.07964
0.046838;0.567861;0.034431;1.41631
0.060009;0.593614;0.047951;1.31697
0.051844;0.533095;0.033756;1.05492
0.058524;0.525128;0.044055;1.09716
0.042069;0.535168;0.033963;1.02546
0.045717;0.557173;0.037227;1.08418
0.042746;0.565268;0.037583;1.38709
0.074006;0.60719;0.038659;1.04756
0.071494;0.566897;0.033686;1.06669
0.048557;0.631683;0.039001;1.04745
0.062792;0.550426;0.038344;1.03289
0.070959;0.640516;0.048513;1.14393
0.042954;0.527863;0.035374;1.05808
0.042156;0.549128;0.046334;1.1963
0.04433;0.527778;0.03885;1.11341
0.046519;0.537185;0.035731;1.07235
0.048819;0.532402;0.035429;1.03888
0.043945;0.496518;0.047367;1.03146
0.045061;0.495526;0.033406;1.0502
0.045147;0.562966;0.036587;1.03787
0.044414;0.538312;0.03429;1.03505
0.06231;0.508225;0.03725;1.02599
0.058041;0.561243;0.041993;1.03472
0.049588;0.579783;0.036118;1.44606
0.049423;0.512364;0.033579;1.05344
0.077475;0.701415;0.075404;1.43895
0.05054;0.579503;0.093999;2.29065
0.07278;0.787048;0.046418;1.17811
0.041529;0.544528;0.038176;1.04706
0.042158;0.554585;0.048927;1.11346
0.10216;0.735613;0.033212;1.17873
0.054284;0.549515;0.033926;1.09112
0.07558;0.693711;0.064885;1.53416
0.081045;0.665623;0.039524;1.17174
0.045055;0.571027;0.0393;2.36783
0.042579;0.515331;0.060419;1.12299
0.041587;0.525171;0.09939;1.28499
0.045954;0.515654;0.049462;1.03702
0.052555;0.571209;0.038727;1.0722
0.045494;0.547491;0.04321;1.12788
0.056686;0.506594;0.037494;1.18908
0.052532;0.525671;0.11038;1.42193
0.056458;0.524814;0.033797;2.23908
0.050118;0.528322;0.034201;1.082
0.042738;0.569601;0.041397;1.51117
0.043635;0.557771;0.051373;1.24524
0.069607;0.54467;0.03464;1.51633
0.053657;0.622903;0.045233;1.24936
0.050532;0.530344;0.034319;1.04807
0.041778;0.534593;0.046392;1.0205
0.05558;0.526207;0.041811;1.05607
0.051317;0.511162;0.037002;1.01915
0.046749;0.584148;0.03422;1.0834
0.094012;0.820698;0.067989;1.70583
0.046798;0.646303;0.056168;1.81342
0.068096;0.663614;0.033453;1.02431
0.04499;0.518686;0.033269;1.09805
0.063132;0.529903;0.040481;1.19623
0.056714;0.545446;0.045627;1.19555
0.056155;0.631001;0.049125;1.09808
0.063512;0.601961;0.036309;1.04576
0.042097;0.532201;0.072718;1.42772
0.047724;0.616709;0.034978;1.0599
0.051676;0.549929;0.040864;1.09185
0.047287;0.537183;0.033976;1.11666
0.05695;0.596408;0.032911;1.07062
0.043105;0.50308;0.041393;1.1061
0.053752;0.514207;0.03458;1.08157
0.044917;0.529131;0.036399;1.05675
0.08047;0.568595;0.036715;1.06252
0.04952;0.561771;0.046471;1.24354
0.044065;0.531177;0.033847;1.10387
0.106553;0.77648;0.03529;1.15275
0.045639;0.633528;0.034134;1.05713
0.043843;0.553589;0.032185;1.09533
0.047702;0.528208;0.033032;1.14012
0.042405;0.544493;0.037404;1.06633
0.054622;0.544987;0.043597;1.06044
0.062038;0.630251;0.040129;1.17899
0.044012;0.524527;0.035195;1.09122
0.04238;0.520409;0.03587;1.05746
0.047752;0.514926;0.042544;1.05675
0.047269;0.535731;0.032935;1.09902
0.047265;0.518864;0.039969;1.00545
