Dijkstra;Ford-Bellman;Prim;Kruskal
0.000928;0.0011;0.000499;0.002807
0.001108;0.001147;0.000519;0.002904
0.000989;0.001167;0.000467;0.003094
0.001034;0.001194;0.000497;0.002501
0.000939;0.001159;0.000499;0.002803
0.000948;0.001261;0.000359;0.002221
0.000622;0.000674;0.000337;0.002022
0.000538;0.000733;0.000307;0.001704
0.000597;0.001269;0.000611;0.001763
0.000545;0.000649;0.00027;0.001695
0.000556;0.000611;0.000285;0.001736
0.00054;0.000633;0.000295;0.001642
0.000574;0.000644;0.000301;0.002619
0.000517;0.000523;0.000221;0.001676
0.000509;0.000573;0.000268;0.002584
0.000679;0.000689;0.000325;0.001826
0.000553;0.000636;0.000302;0.002184
0.000557;0.000675;0.000299;0.001706
0.000708;0.00067;0.000312;0.001719
0.00068;0.000725;0.000297;0.001769
0.000527;0.000595;0.000267;0.001521
0.000512;0.000566;0.000269;0.001584
0.000566;0.000626;0.000275;0.001482
0.000517;0.000557;0.000258;0.001504
0.000509;0.000539;0.000262;0.001502
0.000495;0.00103;0.000313;0.002135
0.000572;0.000596;0.00026;0.001453
0.000479;0.000573;0.000261;0.001876
0.000484;0.000544;0.000268;0.001558
0.000484;0.000561;0.000253;0.001472
0.000657;0.001041;0.000369;0.002286
0.000498;0.000552;0.000248;0.001492
0.000511;0.000575;0.000255;0.001462
0.000537;0.000548;0.000246;0.001449
0.000442;0.000466;0.000217;0.001276
0.000479;0.000484;0.000217;0.00127
0.000433;0.000495;0.000226;0.001355
0.00042;0.000495;0.000217;0.00144
0.000413;0.000561;0.000219;0.001263
0.000449;0.000495;0.000215;0.001392
0.000429;0.000477;0.000212;0.001297
0.000906;0.000804;0.000296;0.001843
0.000428;0.000479;0.000213;0.001366
0.000431;0.000476;0.000214;0.001297
0.000441;0.00049;0.000215;0.001256
0.000418;0.000511;0.000213;0.001322
0.000489;0.000569;0.000536;0.002176
0.000464;0.000547;0.000244;0.001529
0.000482;0.000546;0.000244;0.001512
0.000538;0.000562;0.000238;0.001587
0.000479;0.00056;0.000241;0.001529
0.000777;0.000874;0.000271;0.001858
0.00048;0.000539;0.000259;0.001516
0.000476;0.000523;0.000282;0.00158
0.000502;0.000568;0.000258;0.00199
0.000478;0.00053;0.000246;0.001431
0.000549;0.00058;0.000246;0.001646
0.000509;0.000578;0.000316;0.002031
0.000518;0.000607;0.00024;0.001573
0.000518;0.000578;0.000247;0.001548
0.00049;0.000581;0.000252;0.001519
0.000635;0.000693;0.000299;0.001792
0.000577;0.000597;0.000245;0.001559
0.000542;0.000586;0.000244;0.001541
0.000488;0.000565;0.000247;0.001475
0.000548;0.000578;0.000248;0.001566
0.000664;0.000763;0.000371;0.002054
0.000586;0.000631;0.000276;0.001681
0.000527;0.000651;0.00027;0.001685
0.00072;0.000848;0.000281;0.001791
0.000754;0.000782;0.000348;0.001997
0.000842;0.000888;0.000317;0.001803
0.000564;0.000634;0.000269;0.001656
0.000676;0.000768;0.000334;0.001968
0.000536;0.000611;0.000289;0.001972
0.000887;0.001001;0.000303;0.001764
0.000628;0.00069;0.000314;0.001973
0.000891;0.001133;0.000432;0.002633
0.000603;0.000696;0.000308;0.002697
0.000551;0.000636;0.000277;0.001761
0.002325;0.001408;0.000498;0.002124
0.000564;0.000645;0.000285;0.001902
0.000597;0.00065;0.000286;0.00171
0.001005;0.001373;0.000585;0.003028
0.000623;0.000703;0.000326;0.002066
0.001239;0.001217;0.000523;0.002933
0.001037;0.001167;0.000591;0.002874
0.000851;0.000597;0.000462;0.001779
0.000599;0.000719;0.00032;0.002039
0.001168;0.001199;0.000364;0.002125
0.001106;0.001204;0.000443;0.002727
0.001145;0.002043;0.000534;0.002841
0.000623;0.000712;0.000323;0.001855
0.000687;0.0007;0.000361;0.002022
0.000682;0.000723;0.000316;0.001915
0.000615;0.000687;0.000707;0.003033
0.000625;0.000716;0.000364;0.001963
0.001115;0.001259;0.000512;0.002953
0.001051;0.00128;0.000533;0.002811
0.000923;0.001138;0.000486;0.003018
