Dijkstra;Ford-Bellman;Prim;Kruskal
0.078273;0.411399;0.049948;0.681053
0.068996;0.385242;0.037565;0.652068
0.071923;0.368333;0.039086;0.65765
0.07765;0.421083;0.035947;0.682019
0.080849;0.372032;0.03877;0.69568
0.091887;0.486266;0.063978;0.963368
0.083229;0.509869;0.038379;0.665352
0.072226;0.42771;0.038034;0.788485
0.066698;0.400874;0.041563;0.679416
0.075775;0.426039;0.037877;0.675359
0.066434;0.396447;0.039773;0.658283
0.081442;0.380626;0.038569;0.677178
0.072723;0.364998;0.037727;0.666286
0.084515;0.384509;0.037729;0.63638
0.077406;0.369371;0.036996;0.656193
0.091019;0.371645;0.045561;0.663623
0.072037;0.396272;0.036567;0.683274
0.078312;0.411962;0.042021;0.717222
0.111599;0.559625;0.074035;1.20392
0.102159;0.48517;0.039421;1.57481
0.06594;0.385309;0.037297;0.679715
0.070942;0.37362;0.047588;0.735569
0.071023;0.44742;0.038046;0.909627
0.065383;0.444254;0.040031;0.736273
0.06667;0.486468;0.037412;0.725493
0.063441;0.487673;0.049681;0.977811
0.06505;0.44008;0.050394;0.783479
0.072435;0.521884;0.039662;0.701141
0.068381;0.570308;0.065885;0.778684
0.088792;0.478386;0.069669;0.878526
0.070475;0.423769;0.04088;0.658878
0.07147;0.374619;0.043388;0.649667
0.069931;0.380694;0.038556;0.651472
0.066229;0.374722;0.041205;0.657985
0.069694;0.446126;0.037358;0.679914
0.078008;0.376221;0.044619;0.65752
0.070174;0.471309;0.047064;0.782491
0.068426;0.835766;0.061045;0.906037
0.066319;0.388228;0.034845;0.68199
0.073976;0.359466;0.04192;0.651762
0.070735;0.505549;0.040186;0.678138
0.082201;0.393447;0.057377;0.913869
0.096931;0.402798;0.039183;0.643598
0.077444;0.386865;0.03845;0.702658
0.064012;0.394432;0.035119;0.622368
0.102773;0.495996;0.038522;0.808533
0.084263;0.371009;0.036015;0.715228
0.076466;0.432808;0.043597;0.84706
0.07439;0.376569;0.05169;1.07743
0.080125;0.742491;0.050977;0.95548
0.083793;0.379562;0.05364;0.702925
0.072627;0.398197;0.040695;0.697168
0.07159;0.38479;0.039495;0.657151
0.069093;0.518548;0.05066;0.68724
0.069867;0.389957;0.065608;1.13752
0.141553;0.5927;0.039841;0.733495
0.088298;0.417667;0.047747;0.739884
0.07216;0.382288;0.055155;0.667229
0.073385;0.402392;0.036961;0.64326
0.257624;1.37396;0.094721;1.82908
0.094013;0.49163;0.03965;0.769368
0.089545;0.423914;0.054678;0.907906
0.065903;0.371539;0.037235;0.742496
0.093144;0.430063;0.052046;0.718639
0.068431;0.370749;0.043753;0.632097
0.071816;0.394093;0.036398;0.675046
0.070332;0.397058;0.036492;0.649819
0.089257;0.371589;0.035847;0.747152
0.068563;0.445749;0.042906;0.650339
0.086058;0.463767;0.044668;0.893726
0.074039;0.389715;0.040693;0.681508
0.074047;0.671294;0.042888;0.908724
0.072179;0.367971;0.036736;0.64091
0.066141;0.371106;0.0374;0.657927
0.065266;0.388241;0.035295;0.663672
0.072056;0.37875;0.037033;0.65577
0.093503;0.47295;0.038563;1.00034
0.0736;0.404714;0.037908;0.690098
0.117601;0.36898;0.042978;0.66066
0.153708;0.415677;0.03673;0.641827
0.066876;0.379097;0.036254;0.699502
0.086061;0.396008;0.044167;0.682774
0.071094;0.365143;0.035927;0.637384
0.081091;0.421073;0.039415;0.703249
0.069967;0.384654;0.03877;0.67987
0.085934;0.426556;0.048456;0.797333
0.078135;0.386296;0.043883;0.653889
0.07714;0.430334;0.056559;1.63229
0.065662;0.372182;0.036142;0.651368
0.092032;0.399078;0.037559;0.686141
0.076853;0.372879;0.036761;0.67373
0.069736;0.374424;0.03739;0.64276
0.066399;0.385575;0.052656;0.632969
0.087226;0.369753;0.036582;0.693349
0.064079;0.369924;0.038194;0.658158
0.064638;0.356951;0.045168;0.642398
0.062713;0.381905;0.041662;0.628029
0.06436;0.423544;0.03752;0.632238
0.067527;0.381339;0.035989;0.636276
0.065619;0.368274;0.036475;0.638321
