Dijkstra;Ford-Bellman;Prim;Kruskal
0.001041;0.001404;0.00045;0.001531
0.000993;0.001206;0.000474;0.002148
0.000842;0.001165;0.000508;0.001547
0.000946;0.001125;0.000443;0.001497
0.00107;0.001304;0.000434;0.001633
0.000958;0.001196;0.000432;0.00152
0.001586;0.001899;0.00036;0.001156
0.000744;0.000616;0.000279;0.001016
0.000522;0.000634;0.000447;0.000968
0.000564;0.000874;0.000274;0.000956
0.000574;0.000645;0.000272;0.000966
0.000758;0.000671;0.000283;0.000954
0.000531;0.00079;0.000263;0.000917
0.000467;0.000565;0.000236;0.000818
0.00051;0.000567;0.000251;0.001414
0.000655;0.000766;0.000333;0.001086
0.000526;0.000637;0.000287;0.000929
0.000702;0.000704;0.00031;0.001045
0.000545;0.000648;0.000308;0.001064
0.000536;0.000647;0.000299;0.001017
0.000498;0.000574;0.000261;0.000904
0.000529;0.000656;0.000252;0.000836
0.000535;0.000656;0.000507;0.00105
0.000518;0.000575;0.000252;0.000909
0.000494;0.000567;0.000246;0.000853
0.000614;0.00064;0.000265;0.001027
0.000525;0.000629;0.000259;0.000835
0.000513;0.000579;0.00026;0.000868
0.000524;0.000653;0.000302;0.001222
0.000473;0.000551;0.000236;0.000868
0.000493;0.000625;0.000261;0.000909
0.000531;0.000642;0.000269;0.001016
0.000482;0.000552;0.000233;0.000905
0.000458;0.000571;0.000238;0.000839
0.00046;0.000544;0.000198;0.000723
0.000404;0.000512;0.000205;0.001148
0.000428;0.000504;0.000208;0.000733
0.000484;0.000496;0.000208;0.000734
0.000496;0.000605;0.000211;0.000788
0.000399;0.000511;0.00021;0.00069
0.000459;0.000498;0.000207;0.000744
0.000418;0.000488;0.000632;0.001539
0.000409;0.000501;0.000205;0.000713
0.000415;0.000506;0.000203;0.000731
0.000539;0.000512;0.0002;0.000765
0.0004;0.000509;0.000258;0.000865
0.000495;0.000627;0.000253;0.000926
0.000491;0.000611;0.000467;0.000859
0.000514;0.000781;0.00023;0.000831
0.000518;0.000586;0.000227;0.000843
0.000479;0.000564;0.000226;0.000894
0.000485;0.000561;0.000275;0.001122
0.00051;0.000594;0.000231;0.000872
0.000485;0.000562;0.000243;0.000878
0.000498;0.000586;0.000247;0.000841
0.000562;0.000625;0.000381;0.000841
0.000491;0.000627;0.000234;0.000865
0.000461;0.000567;0.000248;0.000866
0.000476;0.000596;0.000265;0.000923
0.000524;0.000588;0.000231;0.000878
0.00047;0.000559;0.000231;0.00088
0.000466;0.00058;0.000573;0.001369
0.000597;0.000585;0.00024;0.000872
0.0005;0.000586;0.000233;0.000935
0.000486;0.000754;0.00023;0.000856
0.000481;0.000566;0.000244;0.000914
0.000674;0.00078;0.0003;0.001202
0.000903;0.000916;0.000316;0.001085
0.000607;0.000662;0.000261;0.000939
0.000541;0.000659;0.000264;0.001244
0.00107;0.001072;0.000267;0.001344
0.00065;0.000821;0.000696;0.001213
0.000511;0.000617;0.000251;0.000982
0.000843;0.000974;0.000441;0.001311
0.000752;0.000717;0.000288;0.001066
0.000587;0.000695;0.000284;0.0011
0.000577;0.000706;0.000283;0.001106
0.000804;0.001053;0.00041;0.001451
0.000814;0.000708;0.000281;0.001046
0.0006;0.000704;0.000274;0.000998
0.001167;0.001176;0.000327;0.001078
0.000957;0.001206;0.000342;0.001193
0.000624;0.000757;0.000265;0.001008
0.000914;0.002066;0.000479;0.001827
0.000751;0.000817;0.000338;0.001268
0.000847;0.00109;0.000467;0.00172
0.001061;0.001249;0.000516;0.001844
0.000575;0.00078;0.00029;0.000978
0.000654;0.000781;0.000307;0.001061
0.000696;0.000802;0.000337;0.001259
0.000925;0.001378;0.000445;0.001641
0.001126;0.001252;0.000456;0.001807
0.000573;0.000712;0.000307;0.001181
0.000667;0.000762;0.000294;0.001112
0.000574;0.000766;0.000303;0.00117
0.00062;0.000743;0.000297;0.001112
0.000677;0.000799;0.000337;0.001171
0.000972;0.001245;0.00045;0.001627
0.000927;0.001227;0.000455;0.001602
0.000811;0.001464;0.00041;0.001494
